vendor,avg_lead_time,lead_time_std,lead_time_variance_score,late_delivery_rate,composite_risk_score,risk_band
102,4.4375,1.2093386622447826,0.34910600099344535,1.0,0.7396423997431423,High
103,3.3333333333333335,1.9518001458970664,0.5634361696563611,0.4666666666666667,0.5053744674155256,High
104,6.0,0.0,0.0,1.0,0.599999999469282,High
105,4.0,0.5773502691896257,0.16666666661855414,0.14285714285714285,0.15238095222692183,Low
106,2.75,1.3887301496588271,0.40089186275290906,0.5,0.4603567446939643,Medium
107,2.6363636363636362,1.2060453783110545,0.34815531181089193,0.18181818181818182,0.24835303359559013,Low
108,3.0,1.4832396974191326,0.42817441916523435,0.8181818181818182,0.6621788579894676,High
109,2.9523809523809526,1.4309504001254019,0.4130797992354559,0.19047619047619047,0.2795176337326549,Medium
110,3.909090909090909,0.9438798074485389,0.2724746303778764,0.36363636363636365,0.32717167004357556,Medium
111,5.428571428571429,0.9759000729485332,0.28171808482818056,0.7142857142857143,0.5412586620239412,High
112,3.8,1.424279266355945,0.4111540087972138,0.8666666666666667,0.6844616029134587,High
113,4.0,1.4142135623730951,0.40824829034601195,0.4444444444444444,0.42996598242475365,Medium
114,4.333333333333333,1.1547005383792515,0.3333333332371083,0.5,0.43333333291154696,Medium
115,3.0,0.0,0.0,0.0,0.0,Low
116,2.6666666666666665,0.5773502691896257,0.16666666661855414,0.0,0.066666666588453,Low
117,5.25,1.5,0.43301270176721934,0.0,0.17320508055368267,Low
118,3.0,1.6035674514745464,0.46291004975264516,0.8666666666666667,0.7051640192773193,High
119,2.8333333333333335,1.3826657968874305,0.3991412349009011,0.6666666666666666,0.5596564934653274,High
120,2.5714285714285716,0.9376144618769908,0.27066598090224886,0.42857142857142855,0.3654092491805412,Medium
121,5.6,0.8944271909999157,0.2581988896726255,0.8,0.5832795553531219,High
122,3.727272727272727,1.4893561757289013,0.4299400943640434,0.7272727272727273,0.608339673571159,High
123,3.5454545454545454,1.3250214406498553,0.3825007426101914,0.8787878787878788,0.6802730237150819,High
124,3.588235294117647,1.0641207361838554,0.3071851966543291,0.47058823529411764,0.40522701947976675,Medium
125,3.3636363636363638,2.4605985967941733,0.7103136309083158,0.6363636363636364,0.665943633592461,High
126,5.538461538461538,0.7762500258061847,0.22408408061413987,0.8461538461538461,0.5973259394096109,High
127,4.111111111111111,2.0275875100994067,0.5853140972117422,0.5555555555555556,0.5674589717160957,High
128,1.5,2.1213203435596424,0.6123724355190178,0.5,0.5449489737255834,High
129,2.5454545454545454,2.1148823307047775,0.6105139412921531,1.0,0.8442055757701361,Critical
130,2.0,0.0,0.0,0.25,0.1499999998673205,Low
131,4.909090909090909,1.868397465987655,0.5393598898148939,0.7272727272727273,0.6521075917127852,High
132,5.0,1.0690449676496976,0.30860669983509675,0.5,0.42344267955949094,Medium
133,5.083333333333333,0.9003366373785199,0.2599047999008574,0.6666666666666666,0.5039619195145735,High
134,4.416666666666667,1.6764862244009227,0.48395988633557885,0.75,0.6435839539649622,High
135,4.0,0.0,0.0,0.0,0.0,Low
136,3.888888888888889,2.0275875100994063,0.585314097211742,0.5555555555555556,0.5674589717160956,High
137,3.5294117647058822,1.585782419612773,0.45777595328765674,0.4117647058823529,0.4301692044639769,Medium
138,4.666666666666667,1.497472618255253,0.4322831095020926,0.5833333333333334,0.5229132433383046,High
139,2.4705882352941178,1.3284223283101428,0.38348249431298337,0.8823529411764706,0.6828047618271144,High
140,3.4545454545454546,1.2621701918020378,0.3643571498948332,0.6818181818181818,0.5548337685580752,High
141,3.25,1.6819474927657676,0.48553641871540376,0.75,0.6442145669163344,High
142,4.3478260869565215,1.433644296322992,0.41385746008265517,0.5652173913043478,0.5046734183692719,High
143,6.0,0.0,0.0,1.0,0.599999999469282,High
144,0.8333333333333334,2.0412414523193148,0.589255650818686,0.16666666666666666,0.3357022600305357,Medium
145,4.0,1.647508942095828,0.47559486546837854,0.7333333333333333,0.630237945629887,High
146,4.153846153846154,1.8187062180825984,0.5250152621418583,0.7692307692307693,0.6715445658012036,High
147,3.0,0.0,0.0,1.0,0.599999999469282,High
148,4.666666666666667,0.9999999999999999,0.2886751345114795,0.8888888888888888,0.6488033865640391,High
149,3.0,1.0377490433255414,0.2995723446711599,0.5,0.4198289374971127,Medium
150,4.857142857142857,1.231455852429764,0.35549068384511084,0.7857142857142857,0.6136248444238461,High
151,3.3333333333333335,1.669694219873444,0.48199920351500636,0.4166666666666667,0.442799681014333,Medium
152,4.142857142857143,1.0690449676496976,0.30860669983509675,0.42857142857142855,0.38058553674025647,Medium
153,4.5,1.2247448713915892,0.35355339049121176,0.8333333333333334,0.6414213556291284,High
154,3.9,1.8070742213255409,0.5216573939133777,0.7333333333333333,0.6486629569915893,High
155,4.461538461538462,1.3913653136029502,0.4016525690589386,0.38461538461538464,0.3914302580465744,Medium
156,2.375,1.0606601717798212,0.3061862177595089,1.0,0.7224744864647532,High
157,4.3076923076923075,1.6012815380508714,0.4622501633875842,0.38461538461538464,0.4156692957565925,Medium
158,2.0,0.0,0.0,0.0,0.0,Low
159,4.5,1.6035674514745464,0.46291004975264516,0.75,0.6351640193392364,High
160,3.272727272727273,0.7862453931068966,0.2269694946141645,0.5454545454545454,0.41806052474860594,Medium
161,4.764705882352941,1.251469724199605,0.36126819097036517,0.7058823529411765,0.5680366876504064,High
162,1.25,1.0350983390135313,0.2988071522473402,0.0,0.11952286079321454,Low
163,5.666666666666667,0.5773502691896257,0.16666666661855414,1.0,0.6666666660577351,High
164,2.769230769230769,0.8320502943378438,0.24019223063829323,0.07692307692307693,0.14223073828335608,Low
165,1.6666666666666667,1.1375929179890418,0.3283947886197932,0.0,0.13135791533172725,Low
166,6.0,0.0,0.0,1.0,0.599999999469282,High
167,2.0,0.0,0.0,0.0,0.0,Low
168,2.2666666666666666,1.667618775665584,0.48140007437913135,0.3333333333333333,0.39256002940442136,Medium
169,2.6363636363636362,2.377928816122437,0.6864489208528678,0.6363636363636364,0.6563977495787254,High
170,2.4166666666666665,1.5050420310248867,0.4344682107515395,0.4166666666666667,0.42378728392576326,Medium
171,4.5,2.0701966780270626,0.5976143044946804,1.0,0.8390457210557111,Critical
172,4.0625,1.7215428189328768,0.49696660482271987,0.53125,0.5175366414713112,High
173,2.4516129032258065,0.5679618342470648,0.1639564588986581,0.41935483870967744,0.31719548650470075,Medium
174,3.0714285714285716,1.2744954391203702,0.36791514232234007,0.42857142857142855,0.40430891371416977,Medium
175,2.0,1.632993161855452,0.4714045206549489,0.7894736842105263,0.6622460182025189,High
176,4.416666666666667,1.3113721705515067,0.3785605377285671,0.5833333333333334,0.5014242146479021,High
177,6.0,0.0,0.0,1.0,0.599999999469282,High
179,2.5714285714285716,0.7867957924694431,0.22712838122418263,0.8571428571428571,0.6051370662401253,High
180,3.625,1.7078251276599328,0.49300664844931585,0.4375,0.4597026589731056,Medium
181,3.6818181818181817,1.2105238392398414,0.3494481321219139,0.36363636363636365,0.35796107071395644,Medium
182,3.473684210526316,1.3067525929498998,0.377226980543037,0.3684210526315789,0.3719434234671671,Medium
183,3.0,0.0,0.0,0.0,0.0,Low
184,2.727272727272727,1.009049958219026,0.29128763241768013,0.5454545454545454,0.44378777984725565,Medium
185,2.5,0.8498365855987974,0.24532669066050936,0.3,0.2781306760181888,Medium
186,5.625,0.5175491695067658,0.14940357612367014,1.0,0.6597614298658893,High
187,2.1666666666666665,1.5227739752537621,0.43958698213696024,0.5,0.4758347924338939,Medium
188,4.357142857142857,1.446860944737466,0.4176727778414944,0.8571428571428571,0.6813548248196333,High
189,5.0,0.0,0.0,1.0,0.599999999469282,High
190,3.35,0.9880869341680841,0.28523612863000714,0.35,0.32409445116533164,Medium
191,2.7222222222222223,1.2274102605536659,0.35432282206609966,0.5,0.4417291284357172,Medium
192,2.12,1.053565375285274,0.3041381264271139,0.44,0.38565525022972197,Medium
193,3.3333333333333335,1.0327955589886444,0.29814239691390565,0.3333333333333333,0.31925695848316993,Medium
194,4.6923076923076925,1.2575923272422036,0.3630356342272477,0.5769230769230769,0.49136809941011533,Medium
195,4.333333333333333,0.8164965809277261,0.2357022603274745,0.16666666666666666,0.19428090395914252,Low
196,4.0625,0.7719024117939608,0.22282903255435713,0.3125,0.27663161277705395,Medium
197,2.757575757575758,1.6207695516000844,0.4678758683202648,0.5454545454545454,0.5144230741458105,High
198,4.230769230769231,0.9268086959962983,0.2675466249831404,0.23076923076923078,0.24548018823766005,Low
199,2.0588235294117645,0.8993461677306268,0.2596188759420224,0.4117647058823529,0.3509063735958335,Medium
200,2.5714285714285716,0.5345224838248487,0.15430334991754835,0.5714285714285714,0.40457848246630035,Medium
201,4.5,0.7071067811865476,0.20412414517300598,0.5,0.3816496577316218,Medium
202,2.75,1.1381803659589922,0.3285643702415371,0.75,0.5814257475823263,High
203,2.608695652173913,1.5879984667608413,0.45841567099620917,0.6956521739130435,0.6007575722149217,High
204,3.1538461538461537,1.214231845389905,0.35051854129605287,0.3076923076923077,0.3248228008464903,Medium
205,2.0,1.1547005383792515,0.3333333332371083,0.21052631578947367,0.25964912253886,Medium
206,2.375,0.49999999999999994,0.14433756725573976,0.0625,0.09523502681805766,Low
207,2.875,1.9406968716999795,0.5602309304839992,0.3333333333333333,0.4240923718184772,Medium
208,3.857142857142857,1.0690449676496976,0.30860669983509675,0.42857142857142855,0.38058553674025647,Medium
209,3.5,1.414213562373095,0.40824829034601184,0.5625,0.5007993156954328,High
210,3.7,1.688973528196155,0.4875646604383533,0.85,0.7050258635517248,High
211,3.857142857142857,0.8997354108424375,0.25973124074968196,0.2857142857142857,0.2753210674849145,Medium
212,3.7142857142857144,0.7559289460184544,0.21821789017299828,0.0,0.0872871559919912,Low
213,3.0625,1.526160760426852,0.4405646628023634,0.5625,0.5137258646665394,High
214,3.739130434782609,2.2806974871008174,0.6583806538688219,0.7391304347826086,0.7068305217918811,High
215,3.789473684210526,1.618605276445024,0.46725109589875785,0.7368421052631579,0.6290057009610235,High
216,4.181818181818182,1.4012980994907414,0.40451991736117043,1.0,0.7618079662706262,Critical
217,4.214285714285714,0.8925823753039808,0.25766633725345256,0.5,0.4030665345448566,Medium
218,3.0,2.8284271247461903,0.8164965806920239,0.6153846153846154,0.6958294008920968,High
220,2.0,0.0,0.0,0.4444444444444444,0.266666666430792,Medium
221,3.1470588235294117,2.189954378121407,0.6321853746782007,0.6176470588235294,0.6234623846139268,High
222,3.739130434782609,1.3888317950496063,0.4009212052497647,0.21739130434782608,0.29080326445137733,Medium
223,4.166666666666667,1.5434872662825794,0.44556639421087946,0.6666666666666666,0.578226557172893,High
224,2.772727272727273,1.5715269548108202,0.45366075506842934,0.3181818181818182,0.37237339260708724,Medium
225,3.0555555555555554,1.1617543641469048,0.33536959733940613,0.4444444444444444,0.4008145052478967,Medium
226,3.3846153846153846,1.445594545418455,0.4173071998477336,0.5384615384615384,0.489999802582597,Medium
227,4.25,1.9820624179302297,0.5721721351061575,0.875,0.7538688533756435,Critical
228,3.3529411764705883,2.3963820769700996,0.6917759184102423,0.47058823529411764,0.5590633080460592,High
229,3.4,1.1832159566199232,0.3415650254333853,0.8,0.6166260096279298,High
230,4.44,2.0832666655999654,0.6013872849153515,1.0,0.8405549132226445,Critical
231,2.3,0.9486832980505138,0.2738612786735261,0.4,0.34954451116022783,Medium
232,4.5,0.9045340337332908,0.2611164838581689,0.75,0.5544465930528428,High
233,2.533333333333333,0.5163977794943222,0.14907119845695282,0.9333333333333333,0.6196284788347011,High
234,1.8181818181818181,2.2723636072680717,0.6559748699871015,1.0,0.8623899472320308,Critical
235,2.076923076923077,1.0377490433255416,0.29957234467115995,0.15384615384615385,0.2121366299885151,Low
236,2.8666666666666667,0.9904304018720251,0.2859126294846656,0.4,0.3543650514804197,Medium
237,1.0,2.0,0.5773502690229592,0.25,0.3809401072722307,Medium
238,2.5925925925925926,1.6233692233523571,0.4686263289130378,0.7777777777777778,0.6541171976532956,High
239,4.181818181818182,2.088931871468374,0.6030226889814496,0.8181818181818182,0.7321181658540903,High
240,2.4285714285714284,0.5345224838248487,0.15430334991754835,0.2857142857142857,0.23314991118936265,Low
241,3.1923076923076925,1.4427537771700552,0.4164871406915109,0.3076923076923077,0.351210240581333,Medium
242,3.3333333333333335,2.1143765594836976,0.6103679377168758,0.7222222222222222,0.6774805078208318,High
243,2.5714285714285716,1.9889806323953878,0.5741692515974662,0.8571428571428571,0.7439534142666515,High
244,3.6923076923076925,1.6525039276108333,0.4770367935838056,0.6923076923076923,0.6061993322819361,High
245,4.08,0.8124038404635959,0.23452078792347114,0.76,0.5498083146830665,High
246,2.75,1.3887301496588271,0.40089186275290906,0.75,0.6103567445612847,High
247,2.0476190476190474,1.3592715135759477,0.3923878870191591,0.09523809523809523,0.21409801176114465,Low
248,3.2142857142857144,2.3916062008157235,0.6903972417189675,0.7142857142857143,0.7047303246356604,High
249,3.0,1.0,0.2886751345114796,0.0,0.11547005370245511,Low
250,2.2222222222222223,0.6666666666666667,0.19245008967431973,0.4444444444444444,0.34364670223242877,Medium
251,2.3333333333333335,0.5,0.1443375672557398,0.7777777777777778,0.5244016931051135,High
252,4.095238095238095,1.8413245749938252,0.5315446193656355,0.42857142857142855,0.46976070447359386,Medium
253,6.0,0.0,0.0,1.0,0.599999999469282,High
254,4.695652173913044,0.8221248859286776,0.23732701203069578,0.8260869565217391,0.5905829782029334,High
255,3.625,1.3102162671355697,0.3782268571544892,0.5,0.4512907424626155,Medium
256,2.9545454545454546,1.3619759010270172,0.39316857643036773,0.3181818181818182,0.3481765211732654,Medium
257,2.5294117647058822,1.9722337291388514,0.5693348370472349,0.4117647058823529,0.47479275792833725,Medium
258,4.0588235294117645,0.899346167730627,0.25961887594202243,0.4117647058823529,0.3509063735958335,Medium
259,4.68,1.1803954139750517,0.34075080490598164,0.56,0.47230032154462886,Medium
260,4.923076923076923,1.0377490433255414,0.2995723446711599,0.6153846153846154,0.4890597066666452,Medium
261,3.5714285714285716,1.9880595947760098,0.5739033709388022,1.0,0.8295613476417489,Critical
262,3.6923076923076925,1.931519927613803,0.5575817749155179,0.5384615384615384,0.5461096325600798,High
263,3.0,0.0,0.0,1.0,0.599999999469282,High
264,4.6,1.5055453054181622,0.43461349355471457,0.7,0.5938453968966118,High
265,4.142857142857143,1.6761634196950517,0.4838667006436906,0.7142857142857143,0.6221181082786226,High
266,3.588235294117647,1.804813824519435,0.5210048735613257,0.5294117647058824,0.5260490077827535,High
267,2.3,0.9486832980505138,0.2738612786735261,0.4,0.34954451116022783,Medium
268,4.0,2.1081851067789197,0.6085806192745026,0.9,0.7834322470168317,Critical
269,3.4,0.5477225575051661,0.15811388296277543,0.6,0.4232455528107368,Medium
270,4.117647058823529,1.3173056280328643,0.3802733793651162,0.6470588235294118,0.5403446453857426,High
271,4.5,1.400549342771779,0.4043037699146076,0.6428571428571429,0.5474357931959054,High
272,3.44,1.474222959166399,0.42557151103727164,0.36,0.3862286040732779,Medium
273,2.727272727272727,0.7862453931068965,0.22696949461416446,0.18181818181818182,0.19987870675977618,Low
274,5.0,0.9258200997725516,0.2672612418352728,1.0,0.7069044961088309,High
275,2.25,1.5275252316519468,0.4409585517168047,0.25,0.3263834203980259,Medium
276,4.0,1.025978352085154,0.296174438794048,0.5,0.41846977514747014,Medium
277,3.9444444444444446,1.349170648179279,0.3894720183420934,0.4444444444444444,0.4224554736298295,Medium
278,3.0,0.0,0.0,0.0,0.0,Low
279,2.6666666666666665,1.4142135623730951,0.40824829034601195,0.3333333333333333,0.3632993158170556,Medium
280,4.454545454545454,1.2135597524338357,0.35032452477155535,0.9090909090909091,0.6855843547567476,High
281,4.5,1.6035674514745462,0.4629100497526451,0.75,0.6351640193392364,High
282,3.6666666666666665,2.1881222058831145,0.6316564721108634,0.75,0.7026625882228192,High
283,3.411764705882353,1.1757350641945108,0.33940547780621344,0.7058823529411765,0.5592916023924811,High
284,3.25,0.8660254037844386,0.2499999999278312,0.8333333333333334,0.5999999994404145,High
285,4.190476190476191,1.7781745588959377,0.5133147799741756,0.7619047619047619,0.6624687685465538,High
286,4.526315789473684,1.611363158344566,0.46516047648196013,1.0,0.7860641898974867,Critical
287,3.8,1.8973665961010273,0.5477225573470522,0.8,0.6990890223204557,High
288,2.4375,1.030776406404415,0.297559517770054,0.3125,0.3065238068368921,Medium
289,3.2857142857142856,1.230563169563316,0.35523298849856283,0.23809523809523808,0.2849503380045209,Medium
290,3.8461538461538463,1.7132964178403616,0.49458607387810244,0.5384615384615384,0.5209113521674023,High
291,4.681818181818182,1.5549112250379176,0.4488642070412303,1.0,0.7795456821269606,Critical
292,5.0,0.0,0.0,0.0,0.0,Low
293,3.4,0.699205898780101,0.2018433568815656,0.1,0.14073734262813983,Low
294,2.0,0.0,0.0,0.25,0.1499999998673205,Low
295,2.6666666666666665,1.632993161855452,0.4714045206549489,1.0,0.7885618075644729,Critical
296,3.869565217391304,1.6040955487888708,0.4630624983158929,0.5652173913043478,0.5243554336451577,High
297,3.176470588235294,1.2862393885688161,0.3713053285090662,0.29411764705882354,0.3249927193514548,Medium
298,4.0,0.0,0.0,0.8,0.4799999995754256,Medium
299,4.4,1.3416407864998738,0.3872983345089383,0.8,0.6349193332419701,High
300,4.473684210526316,2.010207867986448,0.5802970266870224,1.0,0.832118809938775,Critical
301,2.0,0.0,0.0,0.7142857142857143,0.4285714281923443,Medium
302,4.0,0.0,0.0,0.0,0.0,Low
303,2.909090909090909,1.044465935734187,0.3015113444907248,0.7272727272727273,0.5569681736672712,High
304,3.25,1.0350983390135313,0.2988071522473402,0.625,0.4945228604615158,Medium
305,4.0,1.9639610121239315,0.5669467093501774,0.5333333333333333,0.5467786832564289,High
306,3.4444444444444446,0.8819171036881969,0.2545875385351647,0.7777777777777778,0.5685016815778758,High
307,5.142857142857143,1.0690449676496974,0.3086066998350967,0.5714285714285714,0.4662998223787253,Medium
308,3.6666666666666665,1.2740441145412122,0.3677848561387433,0.2916666666666667,0.3221139421705779,Medium
309,2.5,1.4142135623730951,0.40824829034601195,0.5,0.46329931572860267,Medium
310,2.3333333333333335,0.4999999999999999,0.14433756725573973,0.0,0.057735026851227535,Low
311,4.666666666666667,1.3972762620115438,0.4033589128858798,1.0,0.7613435644809207,Critical
312,2.7857142857142856,1.847183778644646,0.5332360257676663,0.8571428571428571,0.7275801239492143,High
313,3.5454545454545454,1.5075567228888183,0.43519413976361493,0.45454545454545453,0.44680492823750634,Medium
314,4.315789473684211,0.7492686492653551,0.216295228111911,0.42105263157894735,0.33914966989214473,Medium
315,3.466666666666667,1.3020130933435712,0.375858804856663,0.5333333333333333,0.4703435215266323,Medium
316,3.6,1.6818357317441641,0.4855041560874592,0.26666666666666666,0.35420166212168175,Medium
